OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
9983,06,075,031400,1400000US06075031400,06075031400,314,San Francisco,CA,Califor,"Census Tract 314, San Francisco County, Californ","7,096.00",816.00,"2,119.00",0.65,0.16,0.65,0.24,0.00,0.30,0.47,0.12,0.90,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.94,0.20,1.52,0.46,0.79,0.77,0.00,1.56,0.78,0.48,0.48,0.48,4.45,0.15,0.90,0.90,0.90,0.49,0.87,0.37,0.30,0.73,0.29,0.20,3.27,0.45,0.41,0.21,0.34,0.97,1.92,0.42,0.00,0.76,0.76,0.45,6.85,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.15,0.38,21.63,0.00,0.00,0.00,0.00,0.00,0.00,100.00,94.29,13.77,100.00,100.00,0.00,44.18,88.80,29.62,24.20,3.90,7.70,34.95,4.40,8.20,14.20,17.40,10.20,22.70,0.00,1.70,29.00,8.00,4.70,11.70,11.60,0.33,0.07,0.14,0.61,0.24,"3,892.23","765,871.56"
9984,06,075,032601,1400000US06075032601,06075032601,326.01,San Francisco,CA,Califor,"Census Tract 326.01, San Francisco County, Calif","5,211.00",493.00,"2,561.00",0.43,0.07,0.43,0.11,0.00,0.32,0.76,0.22,1.30,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.88,0.02,1.29,0.25,0.00,0.77,0.00,0.77,0.32,0.48,0.48,0.48,3.83,0.07,0.79,0.79,0.79,0.26,0.47,0.09,0.77,0.55,0.16,0.15,2.44,0.27,0.39,0.16,0.40,0.89,1.83,0.35,0.43,0.45,0.88,0.54,5.95,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.27,0.65,24.46,0.00,0.00,0.00,0.00,0.00,0.00,100.00,90.84,17.11,0.00,100.00,0.00,44.13,68.70,18.42,9.20,1.80,20.10,27.61,2.80,7.00,13.80,16.10,11.00,11.30,0.30,0.20,22.60,7.20,4.70,9.90,8.30,0.07,0.01,0.14,0.20,0.08,"2,590.05","417,748.03"
9985,06,075,032602,1400000US06075032602,06075032602,326.02,San Francisco,CA,Califor,"Census Tract 326.02, San Francisco County, Calif","4,753.00",359.00,"1,803.00",0.63,0.15,0.63,0.23,0.00,0.32,0.76,0.21,1.29,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.89,0.16,1.44,0.38,0.00,0.77,0.00,0.77,0.32,0.48,0.48,0.48,3.97,0.09,0.79,0.79,0.79,0.25,0.66,0.29,0.77,0.64,0.45,0.30,3.36,0.47,0.71,0.08,0.59,0.92,2.30,0.74,0.00,0.64,0.64,0.36,7.08,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.24,0.65,24.22,0.00,0.00,0.00,0.00,0.00,0.00,100.00,91.54,14.33,0.00,100.00,0.00,44.13,67.90,17.97,13.90,3.30,20.20,30.93,6.30,11.00,19.20,12.80,13.60,14.80,0.00,0.70,27.70,7.10,6.10,9.50,10.10,0.25,0.01,0.37,0.42,0.06,"3,790.93","472,008.31"
9986,06,075,032700,1400000US06075032700,06075032700,327,San Francisco,CA,Califor,"Census Tract 327, San Francisco County, Californ","6,898.00",671.00,"2,408.00",0.28,0.03,0.28,0.05,0.00,0.31,0.79,0.19,1.29,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.97,0.10,1.46,0.41,0.00,0.72,0.00,0.72,0.29,0.48,0.48,0.48,3.94,0.08,0.76,0.76,0.76,0.12,0.46,0.40,0.41,0.12,0.09,0.12,1.73,0.15,0.79,0.07,0.20,0.93,1.99,0.48,0.00,0.38,0.38,0.16,4.87,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.21,0.68,23.86,0.00,0.00,0.00,0.00,0.00,0.00,100.00,96.97,15.02,0.00,96.47,0.00,44.13,63.20,11.10,9.10,4.10,9.70,15.76,2.00,6.00,21.10,11.50,8.30,15.80,0.00,0.10,25.90,7.00,5.70,9.00,9.40,0.17,0.01,0.29,0.33,0.03,"3,712.11","844,545.39"
9987,06,075,032801,1400000US06075032801,06075032801,328.01,San Francisco,CA,Califor,"Census Tract 328.01, San Francisco County, Calif","4,401.00",392.00,"2,862.00",0.54,0.11,0.54,0.17,0.00,0.31,0.74,0.20,1.25,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.99,0.08,1.45,0.39,0.00,0.77,0.00,0.77,0.32,0.48,0.48,0.48,3.94,0.08,0.84,0.84,0.84,0.19,0.78,0.29,0.59,0.29,0.06,0.28,2.46,0.28,0.86,0.08,0.50,0.96,2.40,0.81,0.00,0.85,0.85,0.51,6.55,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.19,0.62,24.14,0.00,0.00,0.00,0.00,0.00,0.00,100.00,98.26,15.44,0.00,100.00,0.00,44.13,76.50,14.73,18.60,3.30,13.90,20.55,1.50,10.40,23.20,12.30,12.40,21.30,0.00,3.10,26.50,6.90,5.70,9.20,9.90,0.19,0.01,0.29,0.40,0.04,"3,356.77","585,336.01"
9988,06,075,032802,1400000US06075032802,06075032802,328.02,San Francisco,CA,Califor,"Census Tract 328.02, San Francisco County, Calif","4,432.00",329.00,"2,507.00",0.29,0.03,0.29,0.05,0.00,0.31,0.76,0.22,1.28,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.89,0.01,1.29,0.25,0.00,0.77,0.00,0.77,0.32,0.48,0.48,0.48,3.82,0.07,0.81,0.81,0.81,0.14,0.42,0.52,0.54,0.16,0.25,0.13,2.18,0.22,0.79,0.09,0.30,0.87,2.04,0.53,0.00,0.00,0.00,0.00,5.02,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.21,0.64,24.51,0.00,0.00,0.00,0.00,0.00,0.00,100.00,91.49,17.28,0.00,100.00,0.00,44.13,70.80,12.21,8.30,5.00,12.80,17.02,3.90,6.50,20.90,13.10,9.70,9.70,0.00,0.00,25.40,6.70,5.30,9.10,9.80,0.15,0.00,0.22,0.38,0.04,"3,360.95","647,034.11"
9989,06,075,032901,1400000US06075032901,06075032901,329.01,San Francisco,CA,Califor,"Census Tract 329.01, San Francisco County, Calif","5,615.00",457.00,"1,891.00",0.38,0.06,0.38,0.09,0.00,0.30,0.76,0.18,1.24,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.96,0.16,1.50,0.45,0.00,0.71,0.00,0.71,0.28,0.48,0.48,0.48,3.93,0.08,0.84,0.84,0.84,0.11,0.43,0.39,0.26,0.26,0.19,0.24,1.88,0.17,0.81,0.15,0.40,0.90,2.27,0.72,0.00,0.59,0.59,0.32,5.57,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.15,0.65,23.44,0.00,0.00,0.00,0.00,0.00,0.00,100.00,96.06,14.33,0.00,95.61,0.00,44.13,77.50,10.64,8.40,4.00,7.00,19.67,3.20,9.50,21.50,15.80,11.10,12.70,0.00,0.50,27.00,6.70,5.80,8.60,10.00,0.22,0.00,0.31,0.41,0.02,"3,279.40","671,927.66"
9990,06,075,032902,1400000US06075032902,06075032902,329.02,San Francisco,CA,Califor,"Census Tract 329.02, San Francisco County, Calif","4,457.00",330.00,"1,551.00",0.36,0.05,0.36,0.08,0.00,0.31,0.77,0.19,1.27,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.93,0.07,1.39,0.33,0.00,0.71,0.00,0.71,0.28,0.48,0.48,0.48,3.84,0.07,0.82,0.82,0.82,0.24,0.66,0.20,0.36,0.06,0.08,0.28,1.88,0.17,0.82,0.09,0.42,0.97,2.30,0.74,0.00,0.51,0.51,0.25,5.51,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.18,0.66,23.89,0.00,0.00,0.00,0.00,0.00,0.00,100.00,94.11,15.61,0.00,95.49,0.00,44.13,72.70,17.34,13.90,2.70,8.80,13.01,1.80,10.60,21.70,13.30,11.30,23.80,0.00,0.30,28.50,7.10,5.60,9.90,12.00,0.30,0.01,0.27,0.65,0.08,"2,862.14","504,255.85"
9991,06,075,033000,1400000US06075033000,06075033000,330,San Francisco,CA,Califor,"Census Tract 330, San Francisco County, Californ","8,127.00",651.00,"4,026.00",0.42,0.07,0.42,0.11,0.00,0.30,0.72,0.18,1.20,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.92,0.06,1.36,0.31,0.00,0.73,0.00,0.73,0.30,0.48,0.48,0.48,3.77,0.07,0.76,0.76,0.76,0.22,0.41,0.71,0.55,0.18,0.07,0.27,2.42,0.27,0.81,0.11,0.23,0.87,2.01,0.51,0.00,0.71,0.71,0.41,5.91,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.14,0.60,23.52,0.00,0.00,0.00,0.00,0.00,0.00,100.00,93.11,15.78,0.00,98.13,0.00,44.13,63.00,16.42,8.10,6.80,13.00,17.64,1.70,10.20,21.50,14.50,8.70,9.50,0.00,1.20,27.10,7.00,6.00,9.10,9.40,0.22,0.01,0.35,0.33,0.04,"5,127.49","1,520,066.36"
9992,06,075,033100,1400000US06075033100,06075033100,331,San Francisco,CA,Califor,"Census Tract 331, San Francisco County, Californ","3,895.00",365.00,"2,334.00",0.40,0.06,0.40,0.10,0.00,0.29,0.67,0.14,1.10,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.99,0.08,1.46,0.41,0.00,0.62,0.00,0.62,0.23,0.48,0.48,0.48,3.66,0.06,0.76,0.76,0.76,0.20,0.30,0.43,0.18,0.65,0.04,0.33,2.12,0.21,0.89,0.23,0.37,0.82,2.31,0.75,0.00,0.66,0.66,0.37,5.86,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.10,0.55,22.15,0.00,0.00,0.00,0.00,0.00,0.00,100.00,98.54,15.33,0.00,77.85,0.00,44.13,62.70,15.19,6.10,4.30,5.50,31.24,1.20,11.80,24.40,17.80,10.70,7.00,0.00,0.80,27.50,6.70,7.00,7.90,9.50,0.24,0.00,0.56,0.34,0.01,"5,061.59","891,282.32"
9993,06,075,033201,1400000US06075033201,06075033201,332.01,San Francisco,CA,Califor,"Census Tract 332.01, San Francisco County, Calif","4,551.00",359.00,"17,020.00",0.93,0.31,0.53,0.17,0.00,0.29,0.60,0.11,1.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.57,0.06,1.01,0.09,0.27,0.77,0.00,1.03,0.50,0.48,0.48,0.48,3.52,0.04,0.80,0.80,0.80,0.95,0.02,0.99,0.60,0.99,0.31,0.45,4.32,0.68,0.01,0.03,0.01,0.61,0.66,0.02,0.00,0.99,0.99,0.66,6.77,0.49,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,8.11,0.48,21.31,0.00,0.00,0.00,0.00,0.00,0.00,100.00,67.04,15.83,1.00,100.00,0.00,44.13,70.50,67.46,0.80,25.90,14.20,64.03,4.60,15.00,2.70,4.90,2.00,2.30,0.00,59.60,15.40,11.80,2.20,22.10,5.10,0.01,0.89,0.01,0.02,0.98,"4,132.72","964,272.31"
9994,06,075,033203,1400000US06075033203,06075033203,332.03,San Francisco,CA,Califor,"Census Tract 332.03, San Francisco County, Calif","3,956.00",462.00,"1,259.00",0.51,0.10,0.51,0.15,0.00,0.29,0.49,0.10,0.87,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.76,0.22,1.36,0.31,0.68,0.77,0.00,1.45,0.71,0.48,0.48,0.48,4.16,0.11,0.71,0.71,0.71,0.70,0.08,0.60,0.97,0.91,0.60,0.15,4.01,0.61,0.28,0.04,0.34,0.82,1.48,0.14,0.00,0.00,0.00,0.00,6.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.07,0.39,20.91,0.00,0.00,0.00,0.00,0.00,0.00,100.00,82.19,13.58,80.04,100.00,0.00,44.13,54.60,41.15,2.40,5.60,37.30,46.60,8.70,7.00,11.90,7.70,10.30,7.00,0.00,0.00,22.60,9.00,4.70,13.40,7.80,0.07,0.28,0.14,0.14,0.43,"3,788.18","421,295.92"
9995,06,075,033204,1400000US06075033204,06075033204,332.04,San Francisco,CA,Califor,"Census Tract 332.04, San Francisco County, Calif","4,698.00",552.00,"1,027.00",0.86,0.27,0.66,0.25,0.00,0.29,0.52,0.10,0.91,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.84,0.23,1.45,0.40,0.54,0.77,0.00,1.30,0.63,0.48,0.48,0.48,4.15,0.11,0.81,0.81,0.81,0.78,0.56,0.88,0.96,0.84,0.77,0.33,5.12,0.83,0.16,0.04,0.15,0.85,1.20,0.06,0.00,0.00,0.00,0.00,7.13,0.55,0.00,0.00,0.00,1.00,0.00,1.00,0.20,0.00,8.07,0.42,20.96,0.00,0.00,0.00,0.00,0.00,0.00,100.00,88.17,13.50,43.59,100.00,0.00,44.13,70.60,47.15,11.20,10.20,35.70,40.93,12.70,11.70,9.40,8.00,7.60,8.40,0.00,0.00,21.40,9.90,4.00,16.30,8.10,0.05,0.54,0.06,0.17,0.74,"3,294.74","378,893.25"
9996,06,075,035100,1400000US06075035100,06075035100,351,San Francisco,CA,Califor,"Census Tract 351, San Francisco County, Californ","9,116.00",698.00,"3,624.00",0.24,0.02,0.24,0.04,0.00,0.30,0.80,0.18,1.28,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.96,0.14,1.48,0.43,0.00,0.17,0.00,0.17,0.07,0.48,0.48,0.48,3.41,0.04,0.80,0.80,0.80,0.16,0.53,0.26,0.52,0.17,0.16,0.18,1.97,0.18,0.49,0.19,0.15,0.92,1.74,0.28,0.00,0.38,0.38,0.16,4.89,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.17,0.70,23.48,0.00,0.00,0.00,0.00,0.00,0.00,100.00,95.95,14.55,0.00,0.09,0.00,44.13,70.00,13.31,10.50,3.10,12.20,17.11,2.80,7.80,15.50,16.90,7.50,13.90,0.00,0.10,24.90,6.90,5.30,9.20,9.40,0.13,0.01,0.22,0.33,0.04,"4,568.39","926,065.33"
9997,06,075,035201,1400000US06075035201,06075035201,352.01,San Francisco,CA,Califor,"Census Tract 352.01, San Francisco County, Calif","5,704.00",433.00,"2,038.00",0.37,0.05,0.37,0.08,0.00,0.29,0.85,0.18,1.33,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.95,0.11,1.44,0.39,0.00,0.00,0.00,0.00,0.00,0.48,0.48,0.48,3.25,0.03,0.77,0.77,0.77,0.27,0.69,0.36,0.41,0.38,0.25,0.29,2.66,0.32,0.63,0.22,0.27,0.92,2.04,0.53,0.00,0.38,0.38,0.16,5.85,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.12,0.80,23.44,0.00,0.00,0.00,0.00,0.00,0.00,100.00,95.00,14.90,0.00,0.00,0.00,44.13,64.20,18.91,15.10,3.80,9.80,22.77,3.90,10.80,17.80,17.70,9.30,14.60,0.00,0.10,25.90,7.40,5.10,10.50,10.00,0.17,0.02,0.19,0.41,0.12,"4,835.93","892,299.62"
9998,06,075,035202,1400000US06075035202,06075035202,352.02,San Francisco,CA,Califor,"Census Tract 352.02, San Francisco County, Calif","5,244.00",385.00,"1,568.00",0.46,0.08,0.46,0.13,0.00,0.30,0.83,0.18,1.32,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.84,0.07,1.30,0.26,0.00,0.00,0.00,0.00,0.00,0.48,0.48,0.48,3.09,0.02,0.74,0.74,0.74,0.31,0.43,0.24,0.83,0.63,0.43,0.35,3.23,0.44,0.45,0.14,0.34,0.89,1.82,0.34,0.00,0.66,0.66,0.37,6.45,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.16,0.76,23.63,0.00,0.00,0.00,0.00,0.00,0.00,100.00,88.21,15.61,0.00,0.00,0.00,44.13,59.70,20.61,8.40,3.00,23.00,30.72,6.10,12.40,14.80,15.50,10.30,11.40,0.00,0.80,23.40,7.80,4.60,11.30,8.40,0.08,0.05,0.12,0.21,0.20,"2,445.76","373,653.60"
9999,06,075,035300,1400000US06075035300,06075035300,353,San Francisco,CA,Califor,"Census Tract 353, San Francisco County, Californ","7,487.00",685.00,"5,648.00",0.48,0.09,0.48,0.14,0.00,0.29,0.78,0.17,1.24,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.97,0.12,1.47,0.42,0.00,0.00,0.00,0.00,0.00,0.48,0.48,0.48,3.19,0.02,0.80,0.80,0.80,0.31,0.72,0.20,0.48,0.45,0.24,0.49,2.89,0.36,0.77,0.34,0.28,0.95,2.33,0.76,0.00,0.55,0.55,0.29,6.58,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.10,0.67,23.13,0.00,0.00,0.00,0.00,0.00,0.00,100.00,96.55,14.78,0.00,0.00,0.00,44.13,69.70,20.68,16.10,2.70,11.20,24.79,3.80,16.30,20.50,19.80,9.40,18.20,0.00,0.40,27.60,7.20,5.60,10.00,10.90,0.25,0.01,0.27,0.52,0.09,"5,034.83","1,126,098.24"
10000,06,075,035400,1400000US06075035400,06075035400,354,San Francisco,CA,Califor,"Census Tract 354, San Francisco County, Californ","7,342.00",544.00,"1,806.00",0.44,0.08,0.44,0.12,0.00,0.29,0.83,0.17,1.29,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.97,0.08,1.44,0.38,0.00,0.00,0.00,0.00,0.00,0.48,0.48,0.48,3.21,0.03,0.78,0.78,0.78,0.19,0.67,0.55,0.49,0.44,0.19,0.33,2.86,0.36,0.76,0.12,0.50,0.94,2.32,0.76,0.00,0.38,0.38,0.16,6.34,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.07,0.76,23.31,0.00,0.00,0.00,0.00,0.00,0.00,100.00,96.93,15.37,0.00,0.00,0.00,44.13,65.70,15.04,14.20,5.20,11.50,24.55,3.20,11.70,20.30,14.90,12.40,16.60,0.00,0.10,26.10,7.10,5.40,9.60,9.80,0.18,0.01,0.24,0.38,0.06,"4,417.52","1,020,957.84"
10001,06,075,040100,1400000US06075040100,06075040100,401,San Francisco,CA,Califor,"Census Tract 401, San Francisco County, Californ","4,560.00",324.00,"3,082.00",0.33,0.04,0.33,0.07,0.00,0.36,0.76,0.23,1.35,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.81,0.02,1.22,0.20,0.00,0.77,0.00,0.77,0.32,0.28,0.28,0.28,3.62,0.05,0.68,0.68,0.68,0.19,0.30,0.29,0.93,0.41,0.25,0.22,2.58,0.30,0.51,0.08,0.04,0.86,1.48,0.14,0.00,0.69,0.69,0.39,5.44,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.46,0.65,24.81,0.00,0.00,0.00,0.00,0.00,0.00,100.00,86.14,16.75,0.00,100.00,0.00,16.57,50.40,15.04,6.10,3.30,30.50,23.69,3.90,8.90,15.80,12.60,4.80,9.00,0.00,1.00,22.90,7.60,5.50,9.90,7.30,0.07,0.03,0.26,0.10,0.08,"2,732.81","419,734.79"
10002,06,075,040200,1400000US06075040200,06075040200,402,San Francisco,CA,Califor,"Census Tract 402, San Francisco County, Californ","5,600.00",455.00,"3,626.00",0.43,0.07,0.43,0.11,0.00,0.35,0.76,0.22,1.33,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.98,0.02,1.38,0.33,0.00,0.77,0.00,0.77,0.32,0.28,0.28,0.28,3.76,0.07,0.63,0.63,0.63,0.22,0.65,0.20,0.86,0.29,0.03,0.44,2.69,0.32,0.66,0.14,0.35,0.90,2.05,0.54,0.00,0.62,0.62,0.34,5.99,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.42,0.65,24.56,0.00,0.00,0.00,0.00,0.00,0.00,100.00,97.66,17.08,0.00,100.00,0.00,16.57,43.30,16.36,13.70,2.70,25.10,20.51,0.90,14.80,18.40,15.40,10.40,12.40,0.00,0.60,23.20,7.60,5.40,10.00,7.80,0.08,0.03,0.24,0.14,0.09,"2,947.10","532,744.36"
10003,06,075,042601,1400000US06075042601,06075042601,426.01,San Francisco,CA,Califor,"Census Tract 426.01, San Francisco County, Calif","4,004.00",326.00,"2,747.00",0.39,0.06,0.39,0.10,0.00,0.34,0.78,0.20,1.32,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.82,0.03,1.23,0.21,0.00,0.77,0.00,0.77,0.32,0.28,0.28,0.28,3.59,0.05,0.71,0.71,0.71,0.28,0.12,0.47,0.94,0.54,0.11,0.27,2.73,0.33,0.73,0.10,0.39,0.84,2.05,0.54,0.00,0.38,0.38,0.16,5.88,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.36,0.67,24.04,0.00,0.00,0.00,0.00,0.00,0.00,100.00,86.39,16.67,0.00,100.00,0.00,16.57,54.00,19.06,3.10,4.60,32.20,27.56,2.30,10.20,19.60,13.60,10.90,7.80,0.00,0.10,25.40,7.70,5.60,10.00,8.90,0.15,0.04,0.27,0.27,0.09,"2,190.93","293,354.69"
10004,06,075,042602,1400000US06075042602,06075042602,426.02,San Francisco,CA,Califor,"Census Tract 426.02, San Francisco County, Calif","2,861.00",293.00,"1,204.00",0.25,0.03,0.25,0.04,0.00,0.34,0.77,0.22,1.33,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.89,0.05,1.32,0.28,0.00,0.77,0.00,0.77,0.32,0.28,0.28,0.28,3.70,0.06,0.67,0.67,0.67,0.06,0.33,0.04,0.93,0.20,0.03,0.51,2.10,0.21,0.83,0.12,0.33,0.78,2.05,0.54,0.00,0.00,0.00,0.00,4.82,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,0.66,24.57,0.00,0.00,0.00,0.00,0.00,0.00,100.00,91.13,16.06,0.00,100.00,0.00,16.57,47.70,7.97,6.60,1.20,30.90,18.09,0.90,16.80,22.10,14.60,10.10,5.40,0.00,0.00,22.80,7.40,5.60,9.10,7.40,0.07,0.02,0.27,0.11,0.04,"2,315.85","332,040.22"
10005,06,075,042700,1400000US06075042700,06075042700,427,San Francisco,CA,Califor,"Census Tract 427, San Francisco County, Californ","5,379.00",434.00,"2,175.00",0.66,0.17,0.66,0.25,0.00,0.33,0.79,0.21,1.32,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.82,0.03,1.24,0.21,0.00,0.69,0.00,0.69,0.27,0.28,0.28,0.28,3.53,0.05,0.76,0.76,0.76,0.43,0.64,0.39,0.93,0.52,0.48,0.54,3.92,0.59,0.70,0.09,0.61,0.88,2.27,0.72,0.00,0.59,0.59,0.32,7.54,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.32,0.68,24.20,0.00,0.00,0.00,0.00,0.00,0.00,100.00,86.61,16.50,0.00,92.18,0.00,16.57,61.70,26.42,13.40,4.00,30.80,26.69,6.80,17.60,19.00,13.10,13.90,10.70,0.00,0.50,27.30,8.10,5.70,11.40,10.40,0.23,0.09,0.29,0.46,0.21,"2,933.37","409,820.64"
10006,06,075,042800,1400000US06075042800,06075042800,428,San Francisco,CA,Califor,"Census Tract 428, San Francisco County, Californ","2,507.00",178.00,"1,084.00",0.34,0.05,0.14,0.01,0.00,0.34,0.83,0.21,1.37,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.95,0.08,1.42,0.37,0.00,0.63,0.00,0.63,0.23,0.30,0.30,0.30,3.72,0.06,0.52,0.52,0.52,0.03,0.03,0.33,0.36,0.13,0.08,0.03,0.99,0.05,0.72,0.87,0.11,0.51,2.22,0.68,0.00,0.00,0.00,0.00,3.73,0.08,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,8.35,0.75,24.26,0.00,0.00,0.00,0.00,0.00,0.00,100.00,95.49,15.33,0.00,80.84,0.00,19.31,32.00,5.38,1.20,3.60,8.80,15.82,1.80,2.80,19.50,28.70,6.90,1.40,0.00,0.00,28.10,7.50,8.40,7.90,7.90,0.27,0.03,0.87,0.15,0.01,"4,844.90","592,368.45"
10007,06,075,045100,1400000US06075045100,06075045100,451,San Francisco,CA,Califor,"Census Tract 451, San Francisco County, Californ","5,126.00",527.00,"2,123.00",0.43,0.07,0.43,0.11,0.00,0.35,0.76,0.23,1.34,0.27,0.00,0.00,0.00,0.84,0.00,0.00,0.84,0.43,0.39,0.88,0.08,1.35,0.30,0.00,0.77,0.00,0.77,0.32,0.28,0.28,0.28,4.56,0.17,0.71,0.71,0.71,0.16,0.34,0.36,0.85,0.19,0.12,0.13,2.15,0.22,0.48,0.08,0.31,0.88,1.74,0.29,0.00,0.70,0.70,0.40,5.31,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,0.64,24.81,0.00,0.00,0.00,24.42,0.00,0.00,100.00,90.76,15.39,0.00,100.00,0.00,16.57,54.70,13.33,6.80,3.80,24.00,17.79,2.40,6.40,15.30,12.50,9.90,10.20,0.00,1.10,21.20,7.10,4.50,9.20,7.20,0.05,0.01,0.11,0.10,0.04,"2,573.48","384,224.86"
